s1,s35
s1,s44
s1,s47
s1,s70
s1,s71
s2,s5
s2,s6
s2,s7
s2,s16
s2,s18
s2,s31
s2,s33
s2,s55
s2,s75
s2,s81
s3,s65
s4,s10
s4,s30
s4,s32
s5,s6
s5,s7
s5,s16
s5,s18
s5,s31
s5,s33
s5,s55
s5,s83
s5,s102
s5,s104
s6,s7
s6,s18
s6,s33
s6,s34
s6,s46
s6,s55
s6,s56
s6,s58
s6,s93
s7,s9
s7,s18
s7,s31
s7,s33
s7,s34
s7,s55
s7,s58
s7,s104
s8,s70
s8,s71
s8,s109
s9,s19
s9,s46
s9,s48
s9,s58
s9,s59
s9,s96
s9,s107
s9,s132
s10,s27
s10,s29
s10,s64
s10,s66
s10,s123
s11,s12
s11,s23
s11,s24
s11,s30
s11,s32
s11,s54
s11,s143
s12,s23
s12,s24
s12,s30
s12,s32
s12,s44
s12,s130
s13,s14
s13,s20
s13,s34
s13,s45
s13,s56
s13,s93
s13,s113
s14,s20
s14,s45
s14,s113
s15,s18
s15,s21
s15,s59
s15,s103
s15,s114
s16,s31
s16,s33
s16,s42
s16,s55
s16,s65
s16,s75
s16,s81
s17,s25
s17,s54
s17,s57
s17,s67
s17,s69
s17,s76
s17,s82
s18,s31
s18,s55
s18,s59
s18,s83
s18,s92
s18,s96
s18,s102
s18,s104
s18,s114
s19,s21
s19,s26
s19,s40
s19,s59
s19,s96
s19,s98
s19,s107
s19,s114
s19,s115
s20,s84
s20,s85
s20,s113
s20,s137
s20,s138
s21,s26
s21,s40
s21,s47
s21,s59
s21,s114
s21,s146
s22,s40
s22,s60
s22,s63
s22,s78
s22,s118
s23,s24
s23,s29
s23,s30
s23,s32
s23,s53
s23,s54
s23,s64
s23,s66
s23,s130
s23,s141
s23,s143
s23,s164
s24,s30
s24,s32
s24,s54
s24,s130
s24,s141
s24,s143
s24,s164
s25,s44
s25,s54
s25,s76
s25,s82
s25,s141
s25,s150
s26,s40
s26,s59
s26,s96
s26,s98
s26,s107
s26,s115
s27,s29
s27,s64
s27,s72
s27,s123
s28,s41
s28,s42
s28,s52
s28,s65
s28,s111
s28,s129
s28,s136
s28,s173
s29,s53
s29,s64
s29,s66
s29,s89
s29,s123
s30,s32
s30,s101
s30,s103
s30,s130
s30,s188
s31,s33
s31,s55
s31,s75
s31,s81
s31,s83
s31,s92
s31,s102
s31,s104
s31,s176
s31,s189
s31,s202
s32,s101
s32,s103
s32,s130
s32,s188
s33,s34
s33,s42
s33,s55
s33,s56
s33,s75
s33,s81
s33,s83
s33,s93
s33,s102
s33,s104
s34,s45
s34,s46
s34,s56
s34,s93
s34,s113
s34,s142
s35,s44
s35,s47
s35,s70
s35,s71
s35,s106
s35,s109
s35,s145
s35,s151
s36,s210
s37,s118
s37,s128
s38,s41
s38,s52
s38,s135
s38,s185
s39,s49
s39,s86
s39,s95
s39,s127
s39,s140
s39,s147
s39,s165
s39,s219
s40,s98
s40,s107
s40,s115
s40,s195
s41,s52
s41,s111
s41,s120
s41,s136
s42,s56
s42,s65
s42,s75
s42,s81
s42,s201
s43,s68
s43,s91
s43,s112
s43,s159
s44,s47
s44,s70
s44,s71
s44,s106
s44,s143
s44,s145
s44,s150
s44,s151
s45,s46
s45,s48
s45,s56
s45,s58
s45,s93
s45,s113
s45,s132
s45,s144
s45,s179
s46,s48
s46,s56
s46,s58
s46,s93
s46,s132
s46,s144
s46,s179
s46,s205
s47,s70
s47,s71
s47,s106
s47,s145
s47,s151
s47,s152
s48,s58
s48,s96
s48,s107
s48,s132
s48,s144
s48,s179
s48,s182
s49,s86
s49,s95
s49,s127
s49,s140
s49,s147
s49,s153
s49,s165
s49,s219
s50,s51
s50,s97
s50,s99
s50,s133
s50,s154
s50,s167
s51,s97
s51,s99
s51,s116
s51,s133
s51,s154
s51,s167
s52,s111
s52,s120
s52,s173
s52,s185
s53,s54
s53,s64
s53,s66
s53,s67
s53,s89
s53,s124
s53,s141
s53,s175
s54,s67
s54,s76
s54,s82
s54,s124
s54,s141
s54,s175
s55,s75
s55,s81
s55,s83
s55,s92
s55,s102
s55,s104
s55,s189
s55,s202
s56,s75
s56,s81
s56,s93
s56,s137
s56,s142
s56,s203
s57,s69
s57,s77
s57,s82
s57,s95
s57,s105
s57,s126
s57,s148
s57,s216
s58,s59
s58,s96
s58,s104
s58,s107
s58,s132
s58,s144
s58,s179
s58,s194
s58,s205
s59,s96
s59,s104
s59,s107
s59,s114
s59,s132
s59,s192
s60,s63
s60,s78
s60,s118
s61,s62
s61,s79
s61,s117
s63,s78
s63,s88
s63,s118
s64,s66
s64,s89
s64,s123
s64,s171
s65,s73
s65,s75
s65,s81
s65,s111
s65,s122
s65,s129
s65,s157
s65,s162
s65,s163
s65,s214
s66,s89
s66,s123
s66,s171
s67,s76
s67,s82
s67,s124
s67,s141
s67,s175
s68,s91
s68,s112
s68,s159
s69,s76
s69,s77
s69,s82
s69,s95
s69,s105
s69,s126
s69,s148
s69,s216
s69,s251
s69,s252
s70,s71
s70,s106
s70,s109
s70,s145
s70,s151
s70,s152
s70,s206
s71,s106
s71,s109
s71,s145
s71,s151
s71,s206
s73,s121
s73,s122
s73,s129
s73,s157
s73,s162
s74,s80
s74,s124
s74,s125
s74,s126
s75,s81
s75,s83
s75,s92
s75,s93
s75,s102
s75,s163
s75,s189
s75,s244
s76,s82
s76,s141
s76,s148
s76,s150
s76,s246
s77,s105
s77,s125
s77,s126
s77,s131
s77,s148
s77,s178
s77,s215
s78,s118
s79,s99
s79,s116
s79,s117
s79,s154
s80,s124
s80,s125
s80,s126
s80,s187
s81,s83
s81,s92
s81,s93
s81,s102
s81,s163
s81,s189
s81,s244
s82,s126
s82,s141
s82,s148
s83,s92
s83,s102
s83,s104
s83,s158
s83,s176
s83,s177
s83,s189
s83,s202
s84,s85
s84,s113
s84,s137
s84,s138
s84,s142
s84,s233
s85,s113
s85,s138
s85,s190
s86,s110
s86,s127
s86,s140
s86,s147
s86,s272
s87,s88
s87,s100
s87,s109
s87,s110
s87,s134
s87,s168
s87,s196
s88,s183
s88,s196
s88,s211
s88,s274
s89,s171
s89,s175
s89,s212
s90,s91
s90,s172
s90,s198
s90,s302
s91,s112
s91,s159
s91,s243
s91,s247
s92,s102
s92,s103
s92,s104
s92,s158
s92,s176
s92,s177
s92,s189
s92,s202
s93,s142
s93,s144
s93,s179
s93,s203
s93,s205
s93,s250
s93,s263
s94,s112
s94,s190
s94,s193
s94,s218
s94,s234
s94,s264
s95,s127
s95,s153
s95,s165
s95,s216
s95,s219
s96,s98
s96,s104
s96,s107
s96,s114
s96,s115
s96,s132
s96,s192
s96,s194
s97,s99
s97,s133
s97,s139
s97,s154
s97,s167
s98,s107
s98,s115
s98,s194
s98,s195
s98,s224
s98,s237
s98,s271
s98,s273
s99,s116
s99,s117
s99,s154
s99,s167
s100,s109
s100,s110
s100,s134
s100,s140
s100,s168
s100,s196
s100,s294
s101,s103
s101,s130
s101,s158
s101,s160
s101,s177
s101,s188
s101,s204
s101,s231
s101,s248
s101,s249
s101,s262
s101,s289
s102,s104
s102,s158
s102,s176
s102,s177
s102,s189
s102,s202
s102,s232
s103,s130
s103,s152
s103,s160
s103,s177
s103,s188
s103,s204
s103,s231
s103,s232
s103,s248
s103,s249
s104,s114
s104,s132
s104,s189
s104,s192
s104,s202
s104,s203
s104,s205
s104,s304
s104,s322
s105,s125
s105,s126
s105,s131
s105,s148
s105,s178
s105,s215
s105,s251
s105,s252
s105,s253
s106,s109
s106,s145
s106,s151
s106,s152
s106,s265
s106,s293
s107,s114
s107,s115
s107,s132
s107,s182
s107,s192
s107,s194
s107,s236
s108,s167
s108,s193
s108,s218
s108,s254
s108,s329
s109,s134
s109,s145
s109,s206
s109,s307
s110,s140
s110,s168
s110,s196
s110,s295
s111,s120
s111,s129
s111,s136
s111,s163
s111,s173
s111,s201
s111,s214
s111,s227
s112,s149
s112,s159
s112,s234
s112,s247
s112,s264
s113,s133
s113,s138
s113,s222
s113,s233
s113,s235
s113,s250
s114,s115
s114,s146
s114,s160
s114,s180
s114,s192
s115,s146
s115,s194
s115,s195
s115,s224
s115,s237
s115,s271
s116,s117
s116,s154
s116,s167
s117,s154
s118,s128
s118,s209
s119,s135
s119,s170
s119,s184
s119,s185
s119,s186
s120,s136
s120,s227
s120,s278
s120,s280
s120,s335
s120,s337
s121,s122
s121,s129
s121,s157
s121,s162
s122,s129
s122,s157
s122,s162
s122,s163
s122,s174
s122,s200
s122,s214
s122,s283
s122,s284
s123,s260
s123,s282
s124,s175
s124,s187
s124,s229
s124,s261
s125,s126
s125,s148
s125,s215
s126,s148
s126,s215
s126,s291
s127,s140
s127,s147
s127,s165
s127,s219
s127,s223
s127,s272
s128,s209
s128,s238
s128,s331
s129,s136
s129,s157
s129,s162
s129,s163
s129,s214
s129,s227
s129,s283
s130,s143
s130,s164
s130,s188
s130,s204
s130,s242
s130,s262
s130,s289
s131,s166
s131,s178
s131,s181
s131,s253
s131,s363
s132,s144
s132,s179
s132,s182
s132,s194
s132,s203
s132,s205
s132,s236
s132,s266
s132,s267
s132,s292
s133,s139
s133,s207
s133,s235
s133,s367
s134,s294
s134,s348
s135,s161
s135,s185
s135,s186
